Name,Description,Brain1,Brain2,Brain3,Blood1,Blood2,Blood3
ENSG00000199347,RNU5E-1,0.1854,0,0,0,0,0.352
ENSG00000201801,RNU5E-4P,0,0,0,0,0,0
ENSG00000116685,KIAA2013,14.73,15.88,3.098,22.03,5.088,39.57
ENSG00000083444,PLOD1,13.27,16.99,3.828,31.3,3.418,53.22
ENSG00000116688,MFN2,44.84,41.79,17.82,51.55,5.752,75.97
ENSG00000270914,RP5-1077B9.5,0,0,0,0,0,0
ENSG00000116691,MIIP,10.8,14.05,3.624,38.6,7.513,66.6
ENSG00000202461,Y_RNA,0,0.7063,0,0,0.2474,0.3738
ENSG00000276869,MIR6729,0,0,0,0,0,0
ENSG00000243539,RN7SL649P,0,0,0,0,0,0
ENSG00000120949,TNFRSF8,0.0476,0.2206,0,7.391,0.2094,10.89
ENSG00000201135,RNU6-777P,0,0,0,0,0,0
ENSG00000227875,RPL23AP89,0,0,0,0.1539,0,0.1656
ENSG00000283789,MIR7846,0,0,0,0,0,0
ENSG00000028137,TNFRSF1B,4.276,25.43,0.6792,995.3,34.8,941
ENSG00000263676,MIR4632,0,0,0,0.6433,0,0
ENSG00000225196,RPL10P17,0,0,0,0,0,0.1337
ENSG00000252969,SNORA70,0,0,0,0,0,0.3406
ENSG00000048707,VPS13D,6.57,6.499,1.929,2.331,0.2302,3.676
ENSG00000239149,SNORA59A,0.4391,0,0,0.2582,0.184,2.223
ENSG00000229484,RP5-888M10.2,0,0,0,0,0,0.3857
ENSG00000162496,DHRS3,18.33,28.6,19.46,30.12,1.998,35.41
ENSG00000221340,RNU6ATAC18P,0.2203,0,0.2951,0,0,0.4182
ENSG00000276830,MIR6730,0,0,0,0,0,0
ENSG00000272482,RP11-474O21.5,0.5159,0.3085,0.3456,0.3412,0,0.2449
ENSG00000204518,AADACL4,0,0,0,0,0,0
ENSG00000226166,RP11-474O21.2,0,0,0,0,0,0
ENSG00000188984,AADACL3,0,0,0,0.0291,0,0
ENSG00000157330,C1orf158,0.0702,0,0.0145,0,0,0.0205
ENSG00000116726,PRAMEF12,0,0,0,0,0,0
ENSG00000116721,PRAMEF1,0,0,0,0,0,0
ENSG00000228338,LINC01784,0,0,0,0,0,0
ENSG00000239810,PRAMEF11,0,0,0,0,0,0
ENSG00000231103,PRAMEF30P,0,0,0,0,0,0
ENSG00000179172,HNRNPCL1,0.1606,0.096,0.0269,0.1417,0,0.0381
ENSG00000120952,PRAMEF2,0,0,0,0,0,0.0515
ENSG00000243073,PRAMEF4,0,0,0,0.0429,0,0.0462
ENSG00000187545,PRAMEF10,0,0,0,0,0,0.0277
ENSG00000204510,PRAMEF7,0,0,0,0,0,0
ENSG00000207434,RNU6-1072P,0,0,0,0,0,0
ENSG00000234064,PRAMEF29P,0,0,0,0,0,0
ENSG00000232423,PRAMEF6,0,0,0,0,0,0
ENSG00000274178,PRAMEF28P,0,0,0,0,0,0
ENSG00000274764,PRAMEF27,0,0,0,0,0,0
ENSG00000277058,HNRNPCL3,0,0,0.026,0.0342,0,0
ENSG00000229571,PRAMEF25,0,0.0139,0,0,0,0
ENSG00000277862,PRAMEF34P,0,0,0,0.0271,0,0.0292
ENSG00000236179,PRAMEF35P,0,0,0,0,0,0
ENSG00000275774,HNRNPCL2,0.0581,0,0,0,0,0.0368
ENSG00000229978,PRAMEF36P,0,0,0,0,0,0.0291
ENSG00000233336,RP13-221M14.2,0,0,0,0,0,0
ENSG00000280267,PRAMEF26,0,0,0,0,0,0
ENSG00000179412,HNRNPCL4,0.0505,0,0.0676,0.089,0,0
ENSG00000204505,PRAMEF9,0,0,0,0,0,0
ENSG00000279169,PRAMEF13,0,0,0,0,0,0
ENSG00000279804,PRAMEF18,0,0,0,0,0,0
ENSG00000250894,PRAMEF31P,0,0,0,0,0,0
ENSG00000270601,PRAMEF5,0,0,0,0,0,0
ENSG00000231219,PRAMEF32P,0,0,0,0,0,0
ENSG00000207511,RNU6-771P,0,0,0,0,0,0
ENSG00000182330,PRAMEF8,0.0115,0,0,0,0,0
ENSG00000237700,PRAMEF33,0,0,0,0,0,0.0556
ENSG00000204501,PRAMEF15,0,0,0,0,0,0
ENSG00000228229,RP11-219C24.10,0,0,0,0,0,0
ENSG00000204481,PRAMEF14,0,0,0,0,0,0
ENSG00000204480,PRAMEF19,0,0,0,0,0,0.0343
ENSG00000204479,PRAMEF17,0,0,0,0,0,0
ENSG00000204478,PRAMEF20,0,0,0,0,0,0
ENSG00000162494,LRRC38,0.064,0.0382,0,0,0.0134,1.073
ENSG00000259961,RP4-597A16.2,0,0,0,0,0,0
ENSG00000215909,BRWD1P1,0,0,0,0,0,0
ENSG00000162493,PDPN,7.226,22.77,2.935,0.0212,0.0151,0.2051
ENSG00000222952,RNA5SP41,0,0,0,0,0,0
ENSG00000237445,CTA-520D8.2,0,0,0,0,0,0
ENSG00000253085,SCARNA11,0,0,0,0,0,0
ENSG00000116731,PRDM2,11.37,8.007,2.492,4.078,0.4339,7.424
ENSG00000189337,KAZN,13.78,8.138,2.658,1.108,0.0903,1.608
ENSG00000252151,RNU6-1265P,0,0,0,0,0,0
ENSG00000231606,RP11-344F13.1,0,0,0.1057,0,0,0
ENSG00000234593,RP4-704D23.1,0.0291,0,0,0,0,0
ENSG00000235829,TBCAP2,0,0,0,0,0,0
ENSG00000175147,TMEM51-AS1,0.7135,1.211,0.384,0.0323,0,0
ENSG00000171729,TMEM51,5.78,5.452,1.956,2.61,0,1.282
ENSG00000204464,C1orf195,0.1194,0,0,0,0,0
ENSG00000215720,RP1-21O18.3,0.2507,0.2623,0.084,0,0,0
ENSG00000278480,RP5-903E17.2,0,0,0,0.0813,0,0
ENSG00000142621,FHAD1,0.1349,0.0504,0.079,0.0694,0.0141,0.0587
ENSG00000233485,RP3-467K16.2,0.0616,0.0526,0,0,0,0.0835
ENSG00000236045,RP3-467K16.7,0,0,0,0.054,0,0
ENSG00000228140,RP3-467K16.4,0.1375,0.0103,0.0173,0.0682,0.0972,0.1468
ENSG00000142634,EFHD2,48.71,34.37,5.335,304.4,29.35,332.2
ENSG00000162438,CTRC,0.1276,0.0611,0.6498,0.698,0.0481,0.3271
ENSG00000142615,CELA2A,0.0912,0.0654,1.344,0,0,0
ENSG00000215704,CELA2B,0.0211,0.0253,0.51,0.1119,0,0.0401
ENSG00000132906,CASP9,5.371,5.182,1.637,3.915,0.3701,6.075
ENSG00000116138,DNAJC16,3.096,2.322,0.9469,0.8985,0.1039,1.939
ENSG00000251866,SCARNA21,0,0,0,0,0,0
ENSG00000272510,RP4-680D5.8,0.8598,0.1285,0,0,0,0
ENSG00000116771,AGMAT,1.399,0.7702,0.037,0.6005,0.0462,2.952
ENSG00000237301,RP4-680D5.2,0.086,0.0935,0,0,0,0.0594
ENSG00000235084,CHCHD2P6,1.443,0.6547,1.134,0.2634,0.0625,0.189
ENSG00000252417,RNU7-179P,0,0,0,0,0,0
ENSG00000236500,CD24P1,0,0,0,0,0,0
ENSG00000197312,DDI2,3.702,2.735,0.707,1.587,0.7201,3.154
ENSG00000271742,RP4-680D5.9,0,0,0,0,0,0.66
ENSG00000116786,PLEKHM2,88.23,66.15,37.01,56.11,3.366,73.83
ENSG00000237938,RP11-288I21.1,0.3689,0.0767,0,1.245,0.0806,1.279
ENSG00000162461,SLC25A34,2.122,3.145,0.5231,0.3638,0.037,0.7413
ENSG00000162460,TMEM82,0.0293,0,0,0,0,0
ENSG00000224459,RP11-169K16.4,0,0,0,0,0,0
ENSG00000162458,FBLIM1,1.01,2.443,0.2591,0.1581,0.0712,0.197
ENSG00000224321,RPL12P14,0.3178,0,0.1217,0.3204,0,0.0862
ENSG00000233954,UQCRHL,7.991,4.918,2.174,1.746,0.5772,2.422
ENSG00000178715,RP11-169K16.8,1.016,0.8504,0,1.613,0.1277,1.543
ENSG00000179743,FLJ37453,3.886,4.789,1.372,1.113,0.1264,2.743
ENSG00000065526,SPEN,9.412,7.124,4.365,6.908,0.4704,11.48
ENSG00000270620,RP1-134O19.3,0,0,0,0,0,0
ENSG00000116809,ZBTB17,12.66,10.55,2.397,22.39,1.55,27.17
ENSG00000234607,RP11-5P18.1,0,0,0,0.2788,0,0.075
ENSG00000231353,RP11-5P18.3,0,0,0,0,0,0
ENSG00000275503,RP11-5P18.11,0,0,0,0,0,0
ENSG00000224966,TBC1D3P6,0,0,0,0,0,0
ENSG00000183888,C1orf64,0.7522,3.557,0.0579,0,0,0.0164
ENSG00000173641,HSPB7,1.176,0.9558,1.195,1.084,0.9713,57.11
ENSG00000186510,CLCNKA,0.1024,0.1148,0.0171,0.0226,0,0.0121
ENSG00000232456,RP11-5P18.10,2.56,1.36,2.202,0,0,0
ENSG00000184908,CLCNKB,0.3104,0.2173,0.0203,0,0,0.0287
ENSG00000185519,FAM131C,8.514,11.12,7.552,0.0461,0,0.0497
ENSG00000142627,EPHA2,1.348,3.659,0.1505,0.0849,0.0538,0.2945
ENSG00000227959,RP11-276H7.2,0,0.2649,0,0,0,0
ENSG00000224621,RP11-276H7.3,0,0,0,0,0,0
ENSG00000142632,ARHGEF19,1.057,1.263,0.3336,2.243,0.2368,2.389
ENSG00000237276,ANO7L1,0.2012,0.2808,0.1348,0.6113,0.2108,0.3396
ENSG00000132881,RSG1,6.955,6.681,1.428,1.016,0.1448,2.132
ENSG00000233929,MT1XP1,0.2392,1.001,1.122,1.899,0.3007,4.542
ENSG00000037637,FBXO42,4.108,3.545,0.846,5.299,0.4357,7.424
ENSG00000055070,SZRD1,20.65,27.9,13.03,32.06,4.283,43.36
ENSG00000226457,RP11-430L17.1,0.1168,0.0698,0,0.309,0,0
ENSG00000187144,SPATA21,0.0303,0.0796,0,0,0,0.0345
ENSG00000157191,NECAP2,17.57,25.72,11.15,35.91,4.057,78.41
ENSG00000226029,LINC01772,1.35,0.9664,0.2548,0.4528,0.0956,0.8845
ENSG00000080947,CROCCP3,3.026,1.542,0.4413,0.7387,0.071,2.126
ENSG00000206652,RNU1-1,0,0,0,0,0,0
ENSG00000261135,RP4-798A10.7,0.461,0.5273,0.2148,0,0,0
ENSG00000224174,RP4-798A10.4,0.6803,0.2441,0,0,0,0
ENSG00000233421,LINC01783,0.7114,0.0823,0,0,0,0
ENSG00000277344,RNU1-6P,0,0,0,0,0,0
ENSG00000268991,FAM231B,0,0,0,0,0,0
ENSG00000225710,RP5-875O13.6,0,0,0,0,0,0
ENSG00000219481,NBPF1,2.521,2.128,1.22,0.2539,0.0595,0.3563
ENSG00000271732,RP5-1182A14.5,0.1313,0,0,0,0,0
ENSG00000215908,CROCCP2,11.77,8.333,2.112,6.921,1.637,10.41
ENSG00000186301,MST1P2,1.126,2.543,0.065,0.9764,0.1465,0.9587
ENSG00000282143,RP1-163M9.8,0,0,0,0,0,0
ENSG00000207513,RNU1-3,0,0,0,0,0,0
ENSG00000237847,FAM231A,0,0,0,0,0,0
ENSG00000280114,RP5-875O13.7,0.0381,0,0,0,0.024,0
ENSG00000236698,EIF1AXP1,0.2557,0.4893,0.2056,0.1804,0,0.1942
ENSG00000268869,ESPNP,0.142,0.0447,0.02,0,0,0.0852
ENSG00000279151,RP1-163M9.7,0,0,0,0,0,0
ENSG00000279132,FAM231C,0,0,0,0,0,0
ENSG00000282740,RP5-1182A14.7,0,0,0,0,0,0
ENSG00000207389,RNU1-4,0,0,0,0,0,0
ENSG00000227684,CROCCP4,0,0.0468,0,0,0,0
ENSG00000186715,MST1L,0.3822,0.226,0.0921,0.1212,0.0432,0.3343
ENSG00000223643,RP11-108M9.1,0,0,0,0,0,0
ENSG00000230239,RP11-108M9.2,0,0,0,0,0,0
ENSG00000263811,MIR3675,0,0,0,0,0,0
ENSG00000228549,RP11-108M9.3,1.381,0.1133,0.0634,0,0,0.0449
ENSG00000238142,RP11-108M9.4,2.715,4.329,3.031,1.729,0.853,3.866
ENSG00000235241,RP11-108M9.5,1.282,1.533,0.6062,0.133,0.0948,1.289
ENSG00000207005,RNU1-2,0,0,0,0,0,0.2576
ENSG00000272426,RP11-108M9.6,0.254,0.243,0.5444,0,0,0.8679
ENSG00000058453,CROCC,6.616,6.282,1.385,4.961,0.6532,13.54
ENSG00000117122,MFAP2,0.1068,0.219,0.0307,0.0135,0.0384,0.029
ENSG00000226526,RP1-37C10.3,0,0,0,0,0,0
ENSG00000159363,ATP13A2,57.98,34.25,8.006,11.64,1.283,21.45
ENSG00000117118,SDHB,57.13,61.11,22.38,28.03,7.35,56.04
ENSG00000117115,PADI2,47.07,73.9,10.28,37.44,1.808,119.7
ENSG00000204362,RP11-380J14.1,0.047,0,0,0,0,0
ENSG00000282843,RP11-380J14.4,0,0,0,0,0,0
ENSG00000142623,PADI1,0.0363,0.0488,0.0425,0.016,0.0285,0.0172
ENSG00000142619,PADI3,0,0.0083,0,0.0246,0,0.0265
ENSG00000266634,MIR3972,0,0,0,0,0,0
ENSG00000159339,PADI4,0.337,0.2239,0.0602,262.1,10.3,442.1
ENSG00000276747,PADI6,0,0.0222,0,0.1638,0.0934,0.7404
ENSG00000179051,RCC2,12.67,10.29,3.821,19.52,1.854,30.7
ENSG00000074964,ARHGEF10L,12.21,11.77,2.967,4.404,0.2212,6.202
ENSG00000236648,RP11-473A10.2,0,0,0,0,0,0
ENSG00000117148,ACTL8,0,0,0,0,0,0
ENSG00000261781,LINC01654,0,0,0,0,0,0
ENSG00000117154,IGSF21,36.43,15.23,7.783,0.1008,0,0.8137
ENSG00000280222,RP11-174G17.3,0.1409,0.0617,0.1566,0.0061,0,0
ENSG00000230035,RP11-174G17,0,0,0,0,0,0
ENSG00000225387,RP11-422P22.1,0,0,0,0,0,0
ENSG00000179023,KLHDC7A,0.0346,0.0103,0,0.0229,0.0054,0
ENSG00000235282,DYNLL1P3,0.0836,0,0,0,0,0
ENSG00000225478,RP1-8B22.2,0,0,0,0,0,0
ENSG00000009709,PAX7,0.2009,0.1601,0,0,0,0.0134
ENSG00000179002,TAS1R2,0,0,0,0.0309,0,0
ENSG00000159423,ALDH4A1,40.92,69.11,30.82,3.149,0.2122,5.874
ENSG00000265606,MIR4695,0,0,0,0,0,0
ENSG00000221662,MIR1290,0,0,0,0,0,0
ENSG00000169991,IFFO2,5.511,9.171,2.341,2.232,0.2576,4.369
ENSG00000272084,RP5-1126H10.2,0.6871,0.2562,0.1584,0.4953,0.1114,0.477
ENSG00000127481,UBR4,9.268,6.703,1.686,10.41,1.028,15.64
ENSG00000230424,RP1-43E13.2,0,1.612,0.6022,1.189,0,1.28
ENSG00000127463,EMC1,5.902,5.026,1.59,1.852,0.2655,3.649
ENSG00000053372,MRTO4,27.57,15.41,6.687,4.332,0.4282,9.883
ENSG00000211454,AKR7L,1.362,0.6558,0.4898,0.1129,0.023,0.2082
ENSG00000162482,AKR7A3,3.461,4.341,1.342,0.3442,0.0327,1.013
ENSG00000270728,RP4-657E11.10,3.221,5.068,2.214,0,0,0.0804
ENSG00000053371,AKR7A2,41.54,51.57,22.28,15.16,1.478,36.69
ENSG00000200403,RNU6-1099P,0,0,0,0.3668,0,0.3948
ENSG00000040487,PQLC2,7.918,6.735,2.23,4.237,0.5101,9.687
ENSG00000077549,CAPZB,71.46,66.17,26.41,211.4,16.72,315.4
ENSG00000240490,RN7SL277P,0,0,0,0,0,0
ENSG00000201609,RNU4-28P,0,0,0,0,0,0
ENSG00000235185,RP5-1056L3.1,0.1075,0.257,0,0,0,0.2041
ENSG00000173436,MINOS1,33.53,20.09,18.37,4.062,0.765,8.154
ENSG00000226396,RP5-1056L3.3,1.222,3.508,0.4586,6.296,0.4302,10.03
ENSG00000158747,NBL1,53.86,51.11,32.49,2.231,0.3309,7.18
ENSG00000158748,HTR6,0.5382,0.1207,0.015,0,0,0.4471
ENSG00000162542,TMCO4,0.9055,2.468,0.8161,6.137,0.8414,13.75
ENSG00000178828,RNF186,0,0,0,0,0,0
ENSG00000235434,RP11-91K11.2,0,0,0,0,0,0
ENSG00000169914,OTUD3,3.15,3.012,0.6255,0.8989,0.1281,1.71
ENSG00000188784,PLA2G2E,0.0567,0,0,0,0,0
ENSG00000242688,RN7SL304P,0,0,0,0,0,0
ENSG00000188257,PLA2G2A,0.1056,0.1579,0.9198,0.7453,2.107,0.9275
ENSG00000127472,PLA2G5,3.081,1.541,2.412,0.0602,0.0215,0.081
ENSG00000117215,PLA2G2D,0.0498,0.0595,0,0,0,0.7877
ENSG00000158786,PLA2G2F,0,0,0,0,0,0
ENSG00000227066,RP3-340N1.2,0,0.3327,0,0.0595,0.0212,0.064
ENSG00000187980,PLA2G2C,0.0472,0.1291,0.0452,0.0714,0.0339,0.0768
ENSG00000225986,UBXN10-AS1,3.315,1.826,4.15,0.4617,0.3838,1.574
ENSG00000162543,UBXN10,1.541,1.108,1.332,0.3804,0.1656,0.5611
ENSG00000228105,LINC01757,0,0.1109,0,0,0,0
ENSG00000158816,VWA5B1,0.1814,0.1168,0.0234,0,0,0.0199
ENSG00000226664,RP4-745E8.2,0,0,0,0,0,0
ENSG00000236963,LINC01141,0.8915,0.4155,0.0176,0,0,0.0124
ENSG00000226487,RP4-749H3.2,0,0,0,0,0,0
ENSG00000162545,CAMK2N1,721.1,234.1,161.6,1.396,0.2459,2.988
ENSG00000090432,MUL1,11.78,11.02,4.071,7.646,1.285,12.23
ENSG00000215520,RPS4XP4,0.1749,0,0,0,0,0
ENSG00000183114,FAM43B,7.093,16.06,0.9735,0,0,0
ENSG00000158825,CDA,1.016,3.73,0.3405,317.9,30.49,515.9
ENSG00000158828,PINK1,61.18,50.51,23.27,13.85,28.04,19.94
ENSG00000117242,PINK1-AS,1.93,0.7695,0.1555,1.377,0.2386,1.983
ENSG00000244038,DDOST,31.99,32.95,10.2,74.28,6.911,133.8
ENSG00000117245,KIF17,9.496,2.03,0.7535,0.158,0,0.4441
ENSG00000235432,RP5-930J4.5,0,0,0,0,0,0
ENSG00000189410,SH2D5,16.99,5.203,1.739,0,0,0
ENSG00000233069,RP5-930J4.2,0,0,0,0,0,0
ENSG00000127483,HP1BP3,38.7,27.64,12.74,17.69,2.13,29.88
ENSG00000075151,EIF4G3,20.3,10.86,4.745,7.669,0.9767,13.33
ENSG00000251914,RNU7-200P,0,0,0,0,0,0
ENSG00000221808,MIR1256,0,0,0,0,0,0
ENSG00000233072,RPS15AP6,0.0578,0,0,0,0,0.2194
ENSG00000236073,RP11-487E1.2,0,0,0,0,0,0
ENSG00000235112,HSPE1P27,0.0752,0,0,0.1326,0,0
ENSG00000117298,ECE1,9.05,23.9,5.462,32.2,2.101,47.74
ENSG00000236936,RP3-329E20.2,0,0,0,1.086,0,0.5258
ENSG00000231105,RP5-1071N3.1,0.0199,0.0475,0,0.5784,0.0624,1.698
ENSG00000236216,PPP1R11P1,0,0,0,0,0,0
ENSG00000228823,RP11-293F5.8,0,0,0,0,0,0
ENSG00000236009,RP11-293F5.1,0,0,0,0,0,0
ENSG00000227001,NBPF2P,0.5385,0.161,0,0.0594,0,0.639
ENSG00000187952,HS6ST1P1,1.01,1.056,0.1691,0.0954,0,0.0685
ENSG00000186543,CROCCP5,0,0.0321,0.1077,0,0,0
ENSG00000142794,NBPF3,1.596,1.309,0.4448,0.4123,0.1192,0.5853
ENSG00000176378,PFN1P10,0,0,0,0,0,0
ENSG00000162551,ALPL,9.892,20.46,1.546,31.88,49.11,208.6
ENSG00000233431,RP11-63N8.3,0,0,0,0.3824,0.0681,1.698
ENSG00000076864,RAP1GAP,63.5,29.76,7.287,1.543,14.23,4.788
ENSG00000090686,USP48,9.13,6.977,2.83,5.217,0.5875,12.37
ENSG00000231978,RP11-132G19.3,0,0,0,0.1278,0,0
ENSG00000187942,LDLRAD2,0.2278,0.0846,0.0631,0.1663,0.0494,0.343
ENSG00000142798,HSPG2,1.023,1.812,0.1856,0.2443,0.1655,0.672
ENSG00000232037,RP11-26H16.1,0,0,0.1234,0,0,0
ENSG00000283234,RP11-26H16.4,0,0,0,0.0675,0,0
ENSG00000219073,CELA3B,0.0289,0.0345,2.398,0,0,0.1096
ENSG00000273610,RN7SL386P,0,0,0,0,0,0
ENSG00000201919,RNU6-1022P,0,0,0,0,0,0
ENSG00000142789,CELA3A,0.1091,0.1739,6.502,0,0.0457,0.4486
ENSG00000278124,RN7SL186P,0,0,0.2007,0,0,0
ENSG00000201273,RNU6-776P,0,0,0,0,0,0
ENSG00000228397,LINC01635,0,0,0,0,0,0.1165
ENSG00000218510,LINC00339,6.191,5.387,1.531,4.678,0.6973,8.637
ENSG00000070831,CDC42,59.86,55.26,15.9,114.7,15.66,152.5
ENSG00000230068,CDC42-IT1,0,0,0,0,0,0.4883
ENSG00000271428,RP1-224A6.8,0,0,0,0.1608,0,0.0866
ENSG00000271840,RP1-224A6.9,0.3866,0.3912,0.0398,0.8394,0,2.372
ENSG00000162552,WNT4,1.111,1.122,0.1317,0.0693,0.0309,0.3546
ENSG00000266564,MIR4418,0,0,0,0,0,0
ENSG00000234397,RP11-415K20.1,0.0452,0,0,0.0798,0,0
ENSG00000279625,RP11-415K20.2,0,0,0,0,0,0
ENSG00000184677,ZBTB40,3.61,2.672,1.014,5.364,0.5784,10.98
ENSG00000237200,ZBTB40-IT1,0.163,0,0,0.2875,0,0.4642
ENSG00000070886,EPHA8,0.7474,0.3774,0.089,0,0.0052,0
ENSG00000276835,MIR6127,0,0,0,0,0,0
ENSG00000173372,C1QA,11.88,85.25,2.695,59.76,6.748,26.83
ENSG00000159189,C1QC,12.73,130.7,2.635,38.3,3.959,11.42
ENSG00000173369,C1QB,17.59,168.9,5.12,47.33,5.135,17.39
ENSG00000133216,EPHB2,1.212,0.4988,0.2054,0.0723,0.0224,0.247
ENSG00000265422,MIR4684,0,0,0,0,0,0
ENSG00000225952,RP11-69E9.1,0,0,0,0,0,0
ENSG00000264014,MIR4253,0,0,0,0,0,0
ENSG00000215906,LACTBL1,0,0,0,0,0,0
ENSG00000227868,C1orf234,0.0676,0.1213,0.0906,0,0,0
ENSG00000004487,KDM1A,21.84,17.63,5.91,10.42,1.022,23.18
ENSG00000240553,RP1-184J9.2,0,0,0,0,0,0
ENSG00000263793,MIR3115,0,0,0,0,0,0
ENSG00000266802,MIR4419A,0,0,0,0,0,0
ENSG00000169641,LUZP1,5.265,3.723,1.24,0.9981,0.1577,1.308
ENSG00000229010,RP5-979D14.1,0.0544,0.0325,0,0,0,0
ENSG00000206935,RNU6-514P,0,0,0,0.3668,0,0
ENSG00000252578,RNU6-135P,0,0,0,0,0,0
ENSG00000179546,HTR1D,1.271,1.126,0.0421,0.0138,0,0.0298
ENSG00000215381,RP5-1057J7.1,0.0967,0.1157,0,0.0853,0,0
ENSG00000261326,LINC01355,2.37,1.901,0.2957,0.1009,0.0103,0.1552
ENSG00000125944,HNRNPR,19.74,18.67,9.461,7.92,0.8637,13.85
ENSG00000125945,ZNF436,8.662,20.37,2.445,0.4911,0.0778,0.7635
ENSG00000249087,ZNF436-AS1,4.351,10.32,0.8756,0.1579,0,0.3399
ENSG00000271420,RP5-1057J7.7,0.2738,0.1637,0.0917,0,0,0.5199
ENSG00000204219,TCEA3,4.39,5.59,2.807,1.018,0.1612,8.172
ENSG00000232482,RP4-654C18.1,0.0522,0,0,0,0,0
ENSG00000088280,ASAP3,11.28,27.33,4.207,0.4616,0.2408,1.047
ENSG00000007968,E2F2,0.053,0.039,0.0109,7.558,3.315,12.8
ENSG00000235052,RP1-150O5.3,0,0.4084,0.0654,0,0,0
ENSG00000117318,ID3,21.07,110.5,2.886,6.661,0.389,30.67
ENSG00000197880,MDS2,0.0519,0.2111,0,0.6229,0.1175,2.051
ENSG00000229239,RP11-223J15.2,0,0,0,0,0,0
ENSG00000142676,RPL11,219,265.5,160.5,143.7,48.39,226.9
ENSG00000011007,ELOA,7.997,6.736,3.032,5.979,0.6353,8.839
ENSG00000236810,ELOA-AS1,2.429,2.029,0.6716,1.088,0.2423,4.685
ENSG00000057757,PITHD1,100.1,60.61,22.62,20.25,7.061,38.97
ENSG00000011009,LYPLA2,27.53,16.89,5.022,30.97,3.069,64.68
ENSG00000117308,GALE,5.33,4.962,1.476,3.285,0.3514,5.734
ENSG00000117305,HMGCL,7.099,10.92,3.98,5.454,0.8038,10.47
ENSG00000179163,FUCA1,8.597,10.2,1.675,6.442,0.7786,23.38
ENSG00000188822,CNR2,0.0085,0.0203,0,1.696,0.0852,4.341
ENSG00000229106,BTBD6P1,0,0.021,0.0235,0.4027,0,1.1
ENSG00000232557,RP11-4M23.3,0,0,0,0.3737,0,0
ENSG00000264926,MIR378F,0,0,0,0,0,0
ENSG00000230228,RP11-4M23.4,0,0,0,0.2133,0,0.2296
ENSG00000189266,PNRC2,32.04,35.35,11.1,11.48,3.217,21.6
ENSG00000188529,SRSF10,10.42,8.65,4.01,3.53,0.6414,5.77
ENSG00000215905,RP11-4M23.7,0,0,0,0,0,0
ENSG00000225315,RP11-293P20.2,0,0,0,0.1242,0,0
ENSG00000142661,MYOM3,0.0357,0.0366,0.0171,0.027,0.0513,1.574
ENSG00000230703,RP11-293P20.4,0,0,0,0,0,0
ENSG00000142677,IL22RA1,0.0636,0.0666,0.0533,0.1543,0,0.0302
ENSG00000185436,IFNLR1,0.4564,1.405,0.0727,0.7334,0.0227,1.356
ENSG00000230023,RP11-10N16.2,0,0,0,0,0,0.0228
ENSG00000232298,RP11-10N16.3,0.078,0.1243,0,0,0,0
ENSG00000158055,GRHL3,0.1002,3.85,0,0.0442,0.0236,0.0238
ENSG00000001460,STPG1,3.199,2.692,0.3939,0.3784,0.01,1.021
ENSG00000001461,NIPAL3,25.49,15.63,11.59,2.306,0.325,6.022
ENSG00000117602,RCAN3,1.724,1.596,0.591,3.505,0.2283,14.86
ENSG00000264443,RP4-594I10.3,0,0,0,0,0,0
ENSG00000184454,NCMAP,0.3346,0.2711,0.0723,0,0,0.041
ENSG00000227312,RP11-496D1.2,0,0,0,0,0,0
ENSG00000239106,Y_RNA,0,0,0,0,0,0
ENSG00000133226,SRRM1,16.9,18.4,4.734,24.52,1.559,37.92
ENSG00000169504,CLIC4,35.41,75.09,16.57,2.244,0.8024,3.684
ENSG00000238482,RNU6-1208P,0,0,0,0,0,0
ENSG00000020633,RUNX3,0.4181,0.5941,0.1054,148.8,7.987,161.8
ENSG00000278034,MIR6731,0,0,0,0,0,0
ENSG00000229162,RP11-84D1.1,0,0,0,0.4307,0,0.6696
ENSG00000261025,RP11-84D1.2,0,0,0.0488,0,0,0.0692
ENSG00000264371,MIR4425,0,0,0,0,0,0
ENSG00000233755,RP4-799D16.1,0,0,0,0,0,0
ENSG00000233419,RP4-781L3.1,0,0,0.0741,0.1952,0,0
ENSG00000231953,RP4-706G24.1,0,0,0,0,0,0.0428
ENSG00000117614,SYF2,17.56,18.66,10.63,9.747,1.975,17.28
ENSG00000117616,RSRP1,20.49,19.78,2.956,12.55,2.598,20.37
ENSG00000272432,RP3-465N24.6,1.055,0.9874,0.3073,0.3237,0,0.6967
ENSG00000261349,RP3-465N24.5,0.2908,0.3478,0,0.7695,0.0609,0
ENSG00000187010,RHD,0.0718,0.1631,0.0673,1.089,1.488,0.0545
ENSG00000224183,SDHDP6,0.1854,0.4988,0.2484,0.1635,0,0
ENSG00000259984,RP11-335G20.7,0,0,0,0,0,0
ENSG00000183726,TMEM50A,35.91,33.52,12.66,24.11,5.098,36.41
ENSG00000188672,RHCE,0.6407,0.8718,0.4588,3.917,3.346,5.159
ENSG00000238084,RP3-469D22.1,0.1862,0,0,0,0,0
ENSG00000204178,TMEM57,9.622,6.512,2.584,4.557,2.059,8.705
ENSG00000157978,LDLRAP1,5.227,4.067,0.5523,8.137,0.7253,32.64
ENSG00000225643,RP11-70P17.1,0.4606,0.4957,0,0.4875,0,2.973
